tenure,monthly_charges,total_charges,contract,internet_service,support_calls,payment_method,churn
64,106.86,6827.82,Month-to-month,Fiber optic,3,Electronic check,1
35,37.4,1294.69,Month-to-month,Fiber optic,1,Electronic check,1
70,24.62,1733.92,Two year,DSL,1,Bank transfer,0
30,77.96,2302.26,Month-to-month,DSL,0,Bank transfer,0
71,111.26,7889.57,Month-to-month,No,2,Credit card,0
63,37.74,2367.02,Month-to-month,DSL,0,Credit card,0
28,20.7,558.56,Month-to-month,DSL,2,Mailed check,0
60,100.55,6052.53,Two year,DSL,0,Bank transfer,1
37,27.68,1001.79,One year,No,2,Bank transfer,0
22,61.37,1430.71,Month-to-month,Fiber optic,2,Bank transfer,1
68,87.89,6007.88,Month-to-month,DSL,7,Electronic check,1
20,43.68,806.13,Month-to-month,DSL,2,Credit card,1
68,28.4,1958.49,One year,Fiber optic,3,Mailed check,0
64,97.0,6173.66,Two year,Fiber optic,3,Bank transfer,0
17,83.02,1418.08,Month-to-month,Fiber optic,1,Bank transfer,1
12,118.85,1389.63,Month-to-month,DSL,2,Bank transfer,1
22,54.43,1087.76,Two year,DSL,1,Electronic check,0
17,26.18,443.91,Month-to-month,Fiber optic,1,Mailed check,0
10,93.44,862.63,Month-to-month,Fiber optic,1,Mailed check,0
65,72.17,4712.25,Month-to-month,DSL,1,Bank transfer,0
22,41.32,917.79,Month-to-month,Fiber optic,5,Mailed check,1
50,98.17,4878.45,Month-to-month,DSL,3,Electronic check,1
14,40.38,656.53,Two year,Fiber optic,0,Bank transfer,0
64,46.07,2886.27,Month-to-month,Fiber optic,1,Credit card,0
47,29.25,1343.67,Month-to-month,No,0,Credit card,1
29,59.94,1682.32,Month-to-month,Fiber optic,2,Mailed check,1
36,61.89,2330.21,One year,Fiber optic,2,Credit card,1
52,71.46,3783.33,Month-to-month,DSL,1,Credit card,1
7,90.9,565.17,Month-to-month,DSL,3,Bank transfer,1
29,110.61,3166.41,Month-to-month,DSL,2,Electronic check,1
11,33.77,331.92,One year,DSL,2,Bank transfer,0
33,25.43,811.81,Month-to-month,DSL,1,Electronic check,0
6,21.85,78.98,Month-to-month,No,1,Bank transfer,1
32,34.36,1069.3,Month-to-month,Fiber optic,0,Credit card,0
51,85.79,4425.79,Month-to-month,DSL,4,Bank transfer,0
58,92.75,5476.71,Two year,DSL,2,Mailed check,1
26,98.65,2487.69,One year,DSL,2,Mailed check,1
46,44.37,1989.0,Month-to-month,DSL,1,Electronic check,0
29,50.59,1477.77,Month-to-month,DSL,4,Electronic check,1
4,68.31,194.24,Month-to-month,Fiber optic,2,Electronic check,1
13,26.32,354.11,Month-to-month,No,4,Mailed check,1
39,81.11,3190.46,One year,Fiber optic,0,Bank transfer,0
15,118.37,1810.64,Month-to-month,Fiber optic,3,Credit card,0
29,56.08,1651.95,Month-to-month,No,4,Electronic check,1
29,95.28,2736.5,Two year,DSL,3,Bank transfer,1
32,70.0,2231.03,Month-to-month,DSL,6,Bank transfer,1
2,32.78,6.59,Month-to-month,Fiber optic,1,Mailed check,1
47,78.22,3699.73,One year,Fiber optic,3,Mailed check,0
22,49.99,1179.89,One year,Fiber optic,1,Credit card,0
27,23.44,656.0,One year,DSL,2,Bank transfer,0
67,83.49,5559.28,One year,No,2,Electronic check,1
56,105.89,5979.76,Month-to-month,DSL,0,Mailed check,1
21,54.48,1262.3,Month-to-month,Fiber optic,4,Bank transfer,1
47,59.03,2786.55,Month-to-month,No,1,Mailed check,0
59,109.1,6464.75,One year,DSL,3,Bank transfer,0
6,101.36,642.05,Month-to-month,No,0,Mailed check,0
19,91.5,1658.19,Month-to-month,Fiber optic,3,Electronic check,1
57,44.88,2537.59,Two year,No,3,Credit card,1
69,111.02,7634.8,Month-to-month,DSL,2,Electronic check,0
3,35.44,148.07,Month-to-month,No,1,Mailed check,1
1,82.68,118.6,Month-to-month,DSL,0,Mailed check,1
58,22.88,1321.01,Month-to-month,Fiber optic,2,Mailed check,1
38,84.37,3177.44,Month-to-month,Fiber optic,2,Electronic check,1
15,47.71,631.39,Month-to-month,DSL,5,Mailed check,1
34,64.97,2208.13,Month-to-month,DSL,4,Electronic check,1
61,54.53,3278.39,Month-to-month,DSL,3,Mailed check,0
35,37.28,1250.72,Month-to-month,DSL,0,Credit card,1
64,82.2,5306.99,Month-to-month,DSL,4,Credit card,1
25,108.2,2746.03,Month-to-month,DSL,0,Mailed check,1
24,115.91,2757.37,Month-to-month,DSL,1,Bank transfer,1
12,39.23,392.36,Month-to-month,Fiber optic,2,Electronic check,0
18,91.74,1609.98,Two year,Fiber optic,2,Mailed check,0
15,86.43,1346.17,Two year,No,1,Electronic check,1
27,54.34,1490.51,Month-to-month,Fiber optic,3,Bank transfer,1
60,21.91,1291.0,Month-to-month,DSL,2,Credit card,1
46,88.98,4095.98,Month-to-month,Fiber optic,1,Electronic check,1
17,114.55,1843.6,One year,Fiber optic,4,Electronic check,1
53,83.21,4302.71,Two year,DSL,6,Electronic check,0
8,63.53,607.09,Month-to-month,Fiber optic,6,Electronic check,1
27,72.52,1983.24,One year,Fiber optic,1,Electronic check,1
46,39.96,1838.38,Two year,No,3,Credit card,1
50,95.05,4732.87,Month-to-month,Fiber optic,3,Electronic check,1
71,94.64,6631.49,Month-to-month,Fiber optic,4,Electronic check,1
3,34.55,153.32,Month-to-month,DSL,1,Credit card,1
64,107.8,6842.22,Month-to-month,Fiber optic,3,Mailed check,1
44,46.92,2099.64,Month-to-month,DSL,2,Mailed check,1
53,118.23,6272.56,One year,Fiber optic,3,Electronic check,0
24,58.29,1396.36,Month-to-month,Fiber optic,6,Credit card,1
60,37.79,2202.19,Month-to-month,No,1,Electronic check,1
3,55.17,101.06,Two year,DSL,1,Mailed check,0
20,64.02,1299.86,Month-to-month,DSL,1,Credit card,1
46,26.93,1242.78,Month-to-month,Fiber optic,2,Bank transfer,0
15,77.82,1169.69,Month-to-month,Fiber optic,7,Credit card,1
25,79.76,2008.38,Month-to-month,DSL,2,Mailed check,1
71,93.89,6569.57,Month-to-month,DSL,2,Credit card,0
17,22.92,440.35,One year,DSL,3,Bank transfer,0
9,74.12,649.32,Month-to-month,Fiber optic,1,Credit card,1
38,25.29,1019.53,Month-to-month,No,2,Electronic check,1
48,90.11,4225.08,Month-to-month,DSL,1,Electronic check,1
60,25.57,1562.82,Two year,No,2,Mailed check,1
63,111.17,7031.86,One year,Fiber optic,2,Credit card,1
2,90.21,106.11,Two year,DSL,2,Mailed check,0
11,70.74,746.17,Month-to-month,Fiber optic,2,Credit card,0
64,64.15,4052.65,One year,Fiber optic,1,Mailed check,0
21,33.07,737.57,Two year,DSL,1,Credit card,1
18,49.1,899.24,One year,Fiber optic,3,Electronic check,1
64,106.9,6921.28,Month-to-month,Fiber optic,2,Mailed check,1
38,110.45,4207.07,Month-to-month,DSL,5,Mailed check,0
32,20.07,679.0,Month-to-month,DSL,2,Bank transfer,1
11,79.41,932.15,Month-to-month,DSL,2,Credit card,1
45,91.93,4164.57,One year,Fiber optic,2,Electronic check,0
33,81.87,2682.66,Month-to-month,DSL,1,Electronic check,0
41,28.17,1126.37,Month-to-month,Fiber optic,2,Electronic check,0
8,41.77,330.19,Month-to-month,Fiber optic,1,Mailed check,1
11,45.03,535.2,Month-to-month,Fiber optic,3,Electronic check,1
51,103.17,5223.49,Month-to-month,Fiber optic,2,Mailed check,1
41,66.32,2751.73,Month-to-month,DSL,1,Bank transfer,1
17,68.68,1183.74,One year,No,0,Electronic check,0
46,113.49,5157.84,Month-to-month,Fiber optic,2,Bank transfer,1
32,83.71,2708.85,One year,Fiber optic,3,Credit card,1
54,109.87,5939.9,Month-to-month,Fiber optic,0,Credit card,1
20,65.65,1285.49,Two year,Fiber optic,1,Bank transfer,1
33,34.94,1159.51,Month-to-month,DSL,0,Credit card,1
40,112.99,4494.16,Month-to-month,Fiber optic,1,Electronic check,0
32,65.87,2120.24,Month-to-month,DSL,2,Electronic check,1
2,38.16,67.93,Month-to-month,No,5,Mailed check,1
33,50.24,1581.41,Month-to-month,Fiber optic,1,Bank transfer,1
30,25.08,745.51,One year,DSL,3,Bank transfer,0
33,66.83,2183.26,Month-to-month,Fiber optic,0,Mailed check,0
26,105.31,2769.91,Month-to-month,DSL,3,Electronic check,1
22,113.36,2537.87,One year,DSL,1,Bank transfer,0
66,113.26,7449.72,Month-to-month,Fiber optic,2,Mailed check,0
38,32.52,1196.4,Month-to-month,Fiber optic,1,Bank transfer,0
46,58.21,2593.44,One year,No,3,Bank transfer,1
15,22.82,301.64,Month-to-month,No,2,Mailed check,1
44,105.52,4626.56,One year,DSL,2,Bank transfer,0
49,55.88,2670.94,One year,Fiber optic,1,Credit card,1
61,83.11,5114.47,One year,No,2,Mailed check,0
67,91.49,6142.93,One year,DSL,2,Mailed check,0
6,62.98,371.89,Month-to-month,Fiber optic,2,Credit card,1
9,50.64,454.96,Month-to-month,No,1,Bank transfer,1
6,116.22,712.63,Two year,Fiber optic,1,Credit card,0
32,116.45,3758.02,Month-to-month,DSL,1,Bank transfer,0
41,48.94,2047.14,Month-to-month,No,1,Electronic check,0
8,67.96,528.24,One year,No,3,Credit card,0
50,117.28,5857.12,Month-to-month,Fiber optic,1,Credit card,1
62,20.49,1278.83,Month-to-month,DSL,2,Credit card,0
62,61.27,3789.47,Month-to-month,Fiber optic,0,Electronic check,1
7,30.05,253.94,Month-to-month,DSL,2,Bank transfer,1
4,70.92,345.03,Month-to-month,DSL,1,Electronic check,1
6,22.47,152.01,Two year,Fiber optic,3,Credit card,1
58,60.69,3474.6,One year,No,1,Electronic check,0
22,42.07,950.96,One year,No,4,Credit card,0
26,73.33,1925.79,Month-to-month,Fiber optic,2,Mailed check,0
3,119.6,309.2,Month-to-month,Fiber optic,6,Bank transfer,1
41,100.05,4121.33,Month-to-month,DSL,6,Credit card,1
60,104.56,6246.64,Month-to-month,No,3,Electronic check,1
14,83.53,1206.68,Month-to-month,Fiber optic,1,Electronic check,1
12,24.16,314.89,Month-to-month,No,0,Electronic check,1
12,40.68,499.31,Month-to-month,Fiber optic,2,Bank transfer,1
13,112.51,1464.51,Month-to-month,Fiber optic,2,Mailed check,1
25,56.61,1308.61,Two year,No,2,Bank transfer,1
45,30.36,1305.65,Month-to-month,DSL,2,Mailed check,1
19,90.24,1708.03,One year,DSL,2,Electronic check,1
55,49.95,2822.99,Month-to-month,DSL,2,Bank transfer,0
45,46.89,2138.09,Month-to-month,No,0,Mailed check,0
8,119.8,1049.08,Month-to-month,Fiber optic,0,Electronic check,0
53,105.81,5612.29,Month-to-month,Fiber optic,3,Electronic check,1
55,60.79,3342.12,Month-to-month,DSL,4,Bank transfer,1
32,118.03,3848.09,Month-to-month,Fiber optic,3,Mailed check,1
51,85.01,4327.62,One year,Fiber optic,1,Electronic check,0
44,94.2,4095.58,Month-to-month,DSL,1,Electronic check,1
70,23.15,1636.43,Month-to-month,No,2,Electronic check,1
18,32.16,635.02,Month-to-month,DSL,0,Credit card,1
22,83.31,1791.49,Month-to-month,DSL,1,Mailed check,1
37,109.9,4095.84,One year,DSL,10,Mailed check,1
56,82.37,4608.3,Month-to-month,DSL,3,Credit card,0
59,33.4,1993.31,Month-to-month,Fiber optic,2,Electronic check,0
3,31.58,110.4,Month-to-month,DSL,1,Credit card,0
28,104.42,2903.01,One year,No,2,Credit card,1
35,33.93,1182.25,Month-to-month,DSL,0,Credit card,0
61,72.02,4375.75,Two year,Fiber optic,2,Mailed check,0
54,23.71,1286.35,Month-to-month,Fiber optic,2,Electronic check,1
63,28.07,1725.91,One year,Fiber optic,5,Electronic check,0
7,87.23,580.29,Two year,DSL,0,Mailed check,0
49,88.92,4336.29,One year,No,5,Mailed check,1
31,54.15,1698.14,Month-to-month,Fiber optic,6,Credit card,1
58,41.56,2339.76,Month-to-month,DSL,2,Credit card,0
61,101.37,6178.28,Month-to-month,Fiber optic,3,Bank transfer,1
24,41.71,965.64,Month-to-month,Fiber optic,1,Bank transfer,1
20,74.2,1463.48,Month-to-month,No,4,Mailed check,1
37,116.82,4289.36,One year,DSL,3,Credit card,1
4,34.79,148.87,Month-to-month,DSL,0,Mailed check,0
20,114.09,2273.9,Month-to-month,DSL,4,Credit card,1
60,38.29,2332.94,One year,DSL,2,Credit card,1
24,76.74,1861.95,Month-to-month,Fiber optic,3,Mailed check,1
50,57.7,2808.19,One year,Fiber optic,1,Mailed check,0
49,116.49,5660.15,Two year,DSL,3,Electronic check,1
51,47.35,2406.41,Two year,DSL,0,Electronic check,0
36,59.97,2156.62,One year,DSL,2,Bank transfer,1
66,118.29,7763.29,Month-to-month,Fiber optic,1,Mailed check,1
34,73.65,2569.2,Month-to-month,No,3,Bank transfer,0
36,70.26,2572.7,Month-to-month,DSL,2,Mailed check,1
6,45.78,192.43,Month-to-month,DSL,3,Mailed check,0
39,90.14,3532.59,Month-to-month,Fiber optic,3,Mailed check,1
42,21.44,898.08,One year,No,1,Electronic check,0
58,24.95,1509.37,Month-to-month,Fiber optic,5,Bank transfer,1
12,79.94,880.74,Month-to-month,DSL,1,Mailed check,1
3,54.17,265.5,One year,DSL,1,Bank transfer,1
18,115.33,2033.82,Month-to-month,Fiber optic,1,Bank transfer,1
40,110.32,4431.69,Month-to-month,Fiber optic,2,Electronic check,1
21,91.37,1888.47,Month-to-month,DSL,0,Electronic check,1
15,101.81,1508.41,One year,DSL,1,Mailed check,1
26,86.73,2170.59,One year,Fiber optic,3,Credit card,0
8,32.56,320.31,One year,DSL,2,Bank transfer,1
42,96.55,4041.8,Month-to-month,Fiber optic,2,Electronic check,1
44,41.02,1794.76,One year,DSL,2,Bank transfer,0
14,52.34,848.44,Month-to-month,Fiber optic,3,Credit card,1
2,101.92,251.82,Month-to-month,DSL,2,Bank transfer,1
37,73.65,2691.73,Month-to-month,No,0,Mailed check,0
69,105.99,7283.08,Month-to-month,DSL,2,Bank transfer,1
38,41.3,1582.52,Month-to-month,DSL,5,Electronic check,1
41,80.78,3350.43,One year,No,4,Mailed check,0
62,28.38,1847.13,Month-to-month,No,3,Mailed check,0
60,84.31,4977.96,Month-to-month,DSL,2,Credit card,0
14,96.25,1383.9,Month-to-month,No,1,Mailed check,1
2,78.49,201.37,Month-to-month,DSL,1,Electronic check,0
70,46.62,3224.15,Month-to-month,Fiber optic,0,Credit card,0
17,23.13,375.27,Two year,DSL,2,Mailed check,0
28,31.94,812.94,One year,DSL,2,Credit card,0
66,82.23,5402.15,One year,Fiber optic,2,Bank transfer,0
35,113.44,3982.08,One year,Fiber optic,1,Mailed check,0
5,40.65,282.97,Month-to-month,Fiber optic,2,Electronic check,1
65,93.5,6161.99,One year,Fiber optic,2,Electronic check,0
40,106.65,4214.34,Month-to-month,No,1,Mailed check,1
56,72.09,4109.83,Month-to-month,DSL,4,Bank transfer,1
36,86.93,3031.89,Month-to-month,DSL,4,Credit card,1
45,101.5,4538.32,Month-to-month,Fiber optic,1,Electronic check,1
23,46.07,1044.46,Month-to-month,DSL,4,Electronic check,1
47,49.69,2348.0,Month-to-month,Fiber optic,3,Credit card,1
31,20.06,627.27,Month-to-month,Fiber optic,0,Credit card,1
11,116.31,1297.69,One year,DSL,0,Electronic check,1
10,111.75,1108.4,Month-to-month,No,6,Credit card,1
67,96.46,6510.59,Month-to-month,DSL,3,Mailed check,0
14,27.91,425.3,One year,DSL,1,Electronic check,0
10,64.75,633.02,Month-to-month,DSL,2,Electronic check,1
1,30.19,72.31,One year,DSL,4,Electronic check,1
5,21.59,211.38,One year,DSL,2,Mailed check,0
20,81.62,1598.7,Month-to-month,Fiber optic,5,Electronic check,1
8,116.08,1012.43,Month-to-month,Fiber optic,1,Credit card,1
43,110.29,4713.16,Month-to-month,No,4,Electronic check,1
1,89.68,160.19,Month-to-month,DSL,0,Mailed check,1
57,29.66,1663.55,Month-to-month,DSL,2,Mailed check,1
64,47.42,3072.93,Month-to-month,No,2,Bank transfer,0
28,52.01,1465.14,Month-to-month,DSL,1,Electronic check,1
37,96.32,3474.39,Month-to-month,No,1,Mailed check,0
47,100.22,4806.35,Month-to-month,No,2,Bank transfer,0
37,58.51,2120.12,One year,No,2,Electronic check,1
49,61.79,2964.15,Month-to-month,DSL,3,Mailed check,1
44,24.45,1043.87,One year,DSL,0,Mailed check,0
56,48.91,2865.73,Month-to-month,Fiber optic,2,Electronic check,0
28,65.13,1760.91,One year,Fiber optic,1,Electronic check,1
6,31.7,199.1,Month-to-month,DSL,1,Bank transfer,1
61,65.33,3928.77,Month-to-month,Fiber optic,4,Electronic check,1
20,105.32,2058.77,Month-to-month,DSL,0,Electronic check,1
2,78.13,76.29,Month-to-month,Fiber optic,5,Credit card,1
37,27.89,1047.8,Month-to-month,No,0,Electronic check,0
20,39.17,775.28,Month-to-month,DSL,1,Mailed check,1
26,67.45,1697.25,Month-to-month,DSL,5,Bank transfer,1
29,56.15,1671.97,Month-to-month,DSL,6,Bank transfer,0
1,55.87,104.81,Month-to-month,DSL,2,Bank transfer,1
35,72.93,2572.8,Month-to-month,DSL,2,Mailed check,1
70,78.44,5549.3,Month-to-month,DSL,4,Electronic check,1
59,99.69,5864.03,Two year,DSL,3,Mailed check,1
69,54.1,3748.79,Month-to-month,No,2,Credit card,1
33,100.55,3300.78,One year,No,5,Bank transfer,1
51,53.86,2671.55,Month-to-month,Fiber optic,0,Electronic check,0
12,25.54,317.48,Month-to-month,DSL,3,Electronic check,1
20,75.42,1516.31,Month-to-month,DSL,2,Bank transfer,1
53,78.79,4174.37,Month-to-month,Fiber optic,1,Credit card,0
43,113.45,4897.22,Two year,Fiber optic,3,Credit card,1
50,92.61,4700.9,Month-to-month,No,3,Electronic check,1
29,111.78,3231.32,One year,DSL,2,Mailed check,0
57,110.83,6269.72,Month-to-month,Fiber optic,0,Bank transfer,1
39,80.46,3125.45,Month-to-month,Fiber optic,3,Mailed check,0
56,72.78,4068.63,Month-to-month,No,1,Electronic check,0
43,75.74,3306.18,Month-to-month,Fiber optic,2,Bank transfer,1
50,117.83,5896.99,Month-to-month,Fiber optic,3,Credit card,0
23,97.32,2180.88,Month-to-month,Fiber optic,0,Credit card,1
44,30.63,1387.84,Month-to-month,No,1,Credit card,1
38,97.84,3750.28,Two year,DSL,2,Electronic check,0
23,37.05,857.59,Month-to-month,DSL,1,Credit card,1
45,64.74,2960.49,One year,Fiber optic,1,Bank transfer,0
52,41.05,2190.17,Month-to-month,DSL,3,Bank transfer,0
50,88.96,4429.04,Month-to-month,Fiber optic,4,Bank transfer,1
8,107.73,816.84,Two year,No,3,Bank transfer,1
1,49.04,48.44,One year,Fiber optic,2,Credit card,1
8,28.2,252.44,Month-to-month,Fiber optic,2,Bank transfer,1
29,49.85,1440.36,Month-to-month,Fiber optic,6,Electronic check,0
5,87.24,386.76,Month-to-month,No,3,Bank transfer,1
47,52.88,2493.31,One year,No,0,Credit card,0
34,47.81,1523.91,Month-to-month,Fiber optic,3,Credit card,0
65,38.44,2482.61,One year,Fiber optic,2,Mailed check,1
55,69.75,3878.9,Month-to-month,DSL,1,Bank transfer,1
43,47.59,2091.85,Month-to-month,DSL,3,Credit card,1
30,93.1,2605.04,Two year,DSL,1,Mailed check,0
17,27.66,460.63,Two year,DSL,4,Electronic check,0
26,86.4,2276.45,Month-to-month,Fiber optic,2,Bank transfer,1
8,43.76,291.24,One year,Fiber optic,1,Credit card,0
47,68.93,3221.01,One year,DSL,3,Credit card,0
46,48.61,2296.4,One year,No,1,Bank transfer,1
68,92.28,6250.62,Two year,Fiber optic,1,Mailed check,1
33,114.53,3859.45,Month-to-month,Fiber optic,1,Bank transfer,1
1,111.71,74.65,One year,Fiber optic,3,Electronic check,1
19,78.34,1559.0,One year,Fiber optic,1,Electronic check,0
31,66.26,2055.77,Month-to-month,DSL,1,Bank transfer,0
14,101.83,1381.7,Month-to-month,Fiber optic,0,Mailed check,1
53,88.33,4752.29,Month-to-month,DSL,2,Electronic check,1
48,38.36,1780.78,One year,Fiber optic,1,Bank transfer,0
69,102.09,7004.54,One year,DSL,3,Mailed check,0
62,62.89,3923.58,Month-to-month,Fiber optic,2,Mailed check,1
66,38.9,2571.35,Month-to-month,DSL,1,Credit card,0
64,48.18,3097.2,Month-to-month,Fiber optic,3,Electronic check,1
70,46.75,3254.27,Month-to-month,DSL,1,Bank transfer,0
63,71.92,4471.03,Month-to-month,No,1,Electronic check,0
33,43.44,1400.81,Month-to-month,No,2,Mailed check,1
41,32.36,1392.64,One year,DSL,2,Credit card,0
48,32.37,1486.87,Month-to-month,DSL,1,Electronic check,0
13,78.33,1100.48,Two year,Fiber optic,2,Bank transfer,1
31,93.48,2913.55,Month-to-month,DSL,1,Electronic check,1
68,52.15,3516.58,Two year,DSL,1,Mailed check,0
4,23.47,-6.24,Month-to-month,DSL,1,Credit card,1
19,32.72,528.19,One year,Fiber optic,2,Electronic check,0
70,111.47,7785.07,Month-to-month,DSL,1,Mailed check,0
13,69.35,877.75,Month-to-month,DSL,0,Mailed check,0
23,65.36,1509.1,Month-to-month,Fiber optic,2,Credit card,1
1,23.8,109.76,Month-to-month,DSL,3,Mailed check,1
54,92.86,5041.52,One year,DSL,2,Electronic check,1
71,72.81,5162.85,Month-to-month,No,4,Bank transfer,0
15,40.21,663.96,Two year,Fiber optic,0,Credit card,0
65,31.01,2023.01,Month-to-month,DSL,1,Mailed check,1
71,58.34,4222.04,Two year,DSL,0,Electronic check,0
15,103.72,1522.14,Month-to-month,Fiber optic,1,Credit card,1
21,106.53,2179.73,Month-to-month,DSL,3,Mailed check,1
19,80.28,1425.39,Month-to-month,No,3,Electronic check,1
60,92.75,5559.95,Two year,Fiber optic,2,Mailed check,0
33,31.52,978.28,Month-to-month,No,1,Electronic check,1
49,78.81,3799.38,Month-to-month,No,1,Mailed check,0
35,86.7,3086.1,Month-to-month,Fiber optic,1,Credit card,1
44,40.07,1677.03,Month-to-month,Fiber optic,4,Credit card,1
11,108.02,1193.35,Month-to-month,No,2,Credit card,0
66,39.5,2602.82,Month-to-month,Fiber optic,3,Mailed check,1
46,51.35,2366.6,One year,DSL,0,Mailed check,1
9,82.06,807.71,One year,Fiber optic,1,Credit card,1
3,83.84,210.22,Two year,DSL,0,Credit card,0
26,89.94,2407.65,Month-to-month,Fiber optic,1,Bank transfer,1
48,31.2,1409.65,Month-to-month,Fiber optic,3,Electronic check,1
66,104.95,6959.0,Two year,No,2,Bank transfer,1
70,73.28,5203.75,Month-to-month,Fiber optic,3,Electronic check,0
28,67.13,1677.0,Month-to-month,No,5,Mailed check,1
26,118.11,3069.08,One year,DSL,3,Electronic check,1
25,94.04,2345.11,Month-to-month,DSL,0,Electronic check,1
12,31.8,385.2,Month-to-month,No,2,Mailed check,1
5,95.65,563.85,Month-to-month,Fiber optic,4,Mailed check,0
48,29.52,1379.01,Month-to-month,Fiber optic,1,Mailed check,0
37,22.75,782.42,Month-to-month,DSL,1,Credit card,1
44,60.36,2659.91,Month-to-month,Fiber optic,1,Credit card,1
15,119.36,1846.58,Month-to-month,No,3,Electronic check,1
43,37.49,1639.93,One year,DSL,0,Mailed check,0
48,87.26,4190.41,Month-to-month,Fiber optic,5,Credit card,1
70,37.34,2602.31,One year,DSL,1,Mailed check,0
46,92.48,4153.67,Month-to-month,DSL,2,Electronic check,1
43,70.54,3062.31,One year,Fiber optic,1,Credit card,0
21,88.0,1883.21,Two year,DSL,1,Credit card,1
23,40.29,891.99,One year,DSL,2,Bank transfer,0
47,94.56,4421.22,One year,Fiber optic,2,Electronic check,0
15,119.56,1741.02,Month-to-month,Fiber optic,1,Credit card,1
